,Brand,Memory,Storage,Rating,Original Price,colour
2251,Lenovo,4,64,4.1,13999,sprite
2252,Lenovo,4,32,4.1,11999,gold
2253,Lenovo,4,32,4.1,12499,silver
2254,Lenovo,4,32,4.3,17999,gold
2255,Lenovo,4,32,4.3,17999,grey
2257,Lenovo,6,128,4.1,18999,black
2258,Lenovo,4,32,4.1,11999,black
2274,Lenovo,4,64,4.1,11999,black
2275,Lenovo,4,64,4.1,11999,black
2276,Lenovo,4,32,4.0,7599,silver
2293,Lenovo,4,32,4.0,7999,grey/black
2298,Motorola,4,64,4.1,11999,blue
2299,Motorola,8,128,4.24309764309762,25999,teal
2300,Motorola,4,64,4.1,12999,grey
2301,Motorola,6,128,4.2,21999,champagne
2302,Motorola,6,128,4.3,19999,gray
2303,Motorola,4,64,4.1,11999,red
2304,Motorola,4,64,4.3,16999,gray
2305,Motorola,8,128,4.24309764309762,25999,graphite
2306,Motorola,6,128,4.2,21999,gray
2307,Motorola,6,128,4.3,19999,champagne
2308,Motorola,4,64,4.3,16999,champagne
2309,Motorola,4,64,4.1,12999,blue
2311,Motorola,8,128,4.4,34999,emerald
2312,Motorola,4,64,4.3,9999,blue
2313,Motorola,6,128,3.9,24999,teal
2315,Motorola,6,128,3.9,24999,graphite
2316,Motorola,8,256,4.0,149999,graphite
2318,Motorola,6,128,3.8,149999,black
2320,Motorola,8,128,4.4,34999,pearl
2322,Motorola,4,64,4.2,20000,black
2323,Motorola,4,64,3.9,12999,gold
2324,Motorola,4,128,4.2,22999,gradient
2325,Motorola,4,64,4.1,14999,pearl
2326,Motorola,6,128,4.2,24999,grey
2327,Motorola,4,64,4.1,15999,violet
2330,Motorola,4,64,4.1,14999,sky
2331,Motorola,6,128,4.4,19999,white
2333,Motorola,4,64,4.2,14999,blue
2334,Motorola,4,64,4.2,12999,blue
2335,Motorola,6,128,4.4,19999,blue
2336,Motorola,6,128,4.2,24999,silver
2337,Motorola,4,128,4.2,16999,blue
2339,Motorola,4,64,4.3,9999,blue
2340,Motorola,4,64,4.1,9999,graphite
2344,Motorola,4,64,4.2,14999,green
2345,Motorola,12,256,4.1,89999,sangria
2346,Motorola,6,128,3.8,149999,gold
2348,Motorola,4,64,4.3,11999,violet
2349,Motorola,4,32,4.1,7350,gray
2351,Motorola,4,64,4.3,18999,black
2352,Motorola,4,64,4.3,18999,white
2353,Motorola,6,64,4.3,24999,blue
2354,Motorola,4,64,4.1,9999,cranberry
2355,Motorola,4,64,4.3,11999,blue
2356,Motorola,4,32,4.1,9869,blue
2357,Motorola,4,64,4.1,14999,black
2358,Motorola,4,64,4.4,27999,gold
2359,Motorola,4,64,4.4,27999,gray
2360,Motorola,4,64,4.3,18999,black
2361,Motorola,4,64,4.1,14999,white
2363,Motorola,4,64,4.3,23999,blue
2364,Motorola,4,64,4.3,15999,blue
2366,Motorola,4,128,4.2,22999,gradient
2367,Motorola,4,128,4.2,22999,gradient
2370,Motorola,6,64,4.3,11829,black
2372,Motorola,4,64,4.3,15999,black
2377,Motorola,4,64,4.3,15999,pink
2379,Motorola,4,64,4.2,12999,orange
2380,Motorola,4,64,4.1,9999,blue
2381,Motorola,4,64,4.1,15999,sage
2388,Motorola,6,64,4.3,24999,black
2389,Motorola,6,64,4.1,44999,black
2391,Motorola,4,32,4.1,14999,gold
2393,Motorola,4,64,4.3,23999,black
2399,Motorola,4,64,3.9,9999,grey
2400,Motorola,4,128,4.2,16999,white
2402,Motorola,4,64,3.9,10910,silver
2405,POCO,8,128,4.4,25999,black
2406,POCO,8,128,4.4,25999,blue
2407,POCO,6,128,4.4,23999,black
2408,POCO,6,128,4.4,23999,blue
2409,POCO,6,128,4.2,17999,blue
2410,POCO,6,128,4.2,17999,yellow
2411,POCO,6,64,4.3,12999,blue
2412,POCO,6,64,4.3,12999,black
2413,POCO,6,64,4.3,12999,yellow
2414,POCO,4,64,4.3,11999,grey
2415,POCO,4,64,4.3,11999,blue
2416,POCO,4,64,4.3,11999,blue
2417,POCO,4,64,4.3,11999,black
2418,POCO,4,64,4.3,11999,yellow
2419,POCO,4,64,4.3,10999,blue
2420,POCO,4,64,4.3,10999,green
2421,POCO,4,64,4.3,10999,black
2425,vivo,6,128,4.3,13400,black
2427,vivo,8,256,4.4,54990,blue
2431,vivo,6,64,4.4,44990,dream
2434,vivo,6,128,4.3,32990,glow
2436,vivo,4,64,4.4,35990,black
2437,vivo,4,64,4.24309764309762,34990,blue
2438,vivo,6,128,4.3,34990,black
2442,vivo,6,64,4.4,34990,black
2445,vivo,4,64,4.4,23990,black
2446,vivo,4,32,4.4,27990,blue
2447,vivo,4,32,4.4,22654,blue
2448,vivo,8,128,4.4,21990,gray
2449,vivo,4,128,4.4,32990,gray
2450,vivo,4,128,4.4,20600,white
2451,vivo,6,64,4.5,24990,pearl
2452,vivo,4,64,4.4,24990,magic
2453,vivo,4,32,4.4,22990,symphony
2454,vivo,4,32,4.4,22990,blue
2458,vivo,4,64,4.4,20990,red
2459,vivo,6,64,4.5,16989,blue
2460,vivo,4,64,4.4,16490,black
2461,vivo,6,128,4.5,15990,blue
2462,vivo,4,64,4.5,15990,blue
2463,vivo,12,256,4.4,15900,black
2464,vivo,12,256,4.4,19490,melody
2465,vivo,8,256,4.5,19490,dazzle
2466,vivo,12,256,4.4,14990,dazzle
2467,vivo,12,256,4.4,14990,blue
2468,vivo,8,256,4.3,14990,white
2469,vivo,8,256,4.3,14990,blue
2470,vivo,8,128,4.4,14990,black
2471,vivo,8,128,4.3,14500,rainbow
2472,vivo,8,256,4.3,13995,black
2473,vivo,8,256,4.3,13990,blue
2474,vivo,8,128,4.4,18990,black
2475,vivo,8,128,4.3,16990,black
2476,vivo,8,128,4.3,13990,black
2477,vivo,8,128,4.4,13990,blue
2478,vivo,8,128,4.3,12900,green
2479,vivo,8,128,4.3,15490,melody
2480,vivo,4,128,4.3,10990,jazz
2482,Xiaomi,8,256,4.2,59999,green
2483,Xiaomi,8,256,4.2,45871,grey
2484,Xiaomi,8,128,4.3,24988,blue
2485,Xiaomi,6,128,4.3,24198,blue
2486,Xiaomi,6,128,4.3,24198,black
2487,Xiaomi,8,128,4.3,26989,sunrise
2488,Xiaomi,6,128,4.2,39999,black
2489,Xiaomi,8,128,4.4,42999,black
2490,Xiaomi,6,128,4.3,39999,silver
2491,Xiaomi,8,128,4.2,25999,blue
2492,Xiaomi,6,128,4.2,24999,blue
2493,Xiaomi,6,128,4.2,24999,coral
2494,Xiaomi,8,128,4.3,25999,coral
2495,Xiaomi,8,128,4.2,25999,black
2496,Xiaomi,6,128,4.3,24999,black
2497,Xiaomi,8,128,4.4,26824,silver
2498,Xiaomi,6,128,4.2,25990,silver
2499,Xiaomi,8,128,4.2,26828,black
2500,Xiaomi,6,128,4.4,28700,black
2501,Xiaomi,6,128,4.3,25989,white
2502,Xiaomi,8,128,4.2,31983,white
2503,Xiaomi,8,128,4.5,26758,white
2504,Xiaomi,6,128,4.1,27395,silver
2505,Xiaomi,6,128,4.1,27995,black
2506,Xiaomi,6,128,4.4,28990,white
2507,Xiaomi,8,128,4.2,37490,silver
2508,Xiaomi,8,128,4.4,39999,black
2509,Xiaomi,8,256,4.2,39990,black
2510,Xiaomi,8,256,4.4,38999,white
2511,Xiaomi,6,128,3.8,14949,black
2512,Xiaomi,4,64,4.3,12899,black
2513,Xiaomi,6,128,4.3,14398,gold
2514,Xiaomi,4,64,4.4,12499,gold
2515,Xiaomi,6,128,4.4,14443,red
2516,Xiaomi,4,64,4.4,11948,red
2517,Xiaomi,4,64,4.3,14990,grey
2518,Xiaomi,4,64,4.4,14990,white
2519,Xiaomi,4,64,4.24309764309762,14989,blue
2520,Xiaomi,4,64,4.4,13990,black
2524,Xiaomi,4,64,4.2,10990,gold
2527,Xiaomi,4,64,4.5,12999,gold
2528,Xiaomi,4,64,4.4,11999,blue
2530,Xiaomi,4,64,4.4,12990,red
2538,Xiaomi,4,64,4.3,10999,black
2539,Xiaomi,4,64,4.5,10999,red
2540,Xiaomi,4,64,4.3,10999,blue
2549,Xiaomi,4,64,4.2,10129,black
2550,Xiaomi,4,128,4.4,11990,blue
2551,Xiaomi,4,64,4.4,10121,blue
2552,Xiaomi,4,64,4.4,10760,orange
2553,Xiaomi,6,128,4.2,16999,blue
2554,Xiaomi,4,64,4.4,13999,blue
2555,Xiaomi,4,64,4.2,13999,green
2556,Xiaomi,6,128,4.1,16999,red
2557,Xiaomi,4,64,4.4,13999,black
2558,Xiaomi,4,64,4.4,11999,black
2559,Xiaomi,4,64,4.4,11999,green
2560,Xiaomi,4,64,4.3,11999,blue
2561,Xiaomi,4,128,4.3,13999,flare
2568,Xiaomi,4,64,4.2,9999,black
2569,Xiaomi,4,64,4.5,9999,green
2570,Xiaomi,6,128,4.1,18429,black
2571,Xiaomi,6,64,3.8,22999,black
2572,Xiaomi,6,128,4.5,21349,red
2573,Xiaomi,6,64,4.5,21999,white
2574,Xiaomi,6,128,4.5,28999,black
2575,Xiaomi,8,256,4.4,29999,black
2576,Xiaomi,6,128,4.4,28999,blue
2577,Xiaomi,6,128,4.4,19799,nebula
2578,Xiaomi,6,128,4.3,19618,night
2579,Xiaomi,6,128,4.4,17765,purple
2580,Xiaomi,6,128,4.3,18950,blue
2582,Xiaomi,4,64,4.5,9999,black
2585,Xiaomi,4,64,4.3,11499,black
2586,Xiaomi,4,64,4.4,11499,gold
2588,Xiaomi,4,64,4.4,14999,blue
2589,Xiaomi,6,64,4.2,16999,gold
2590,Xiaomi,4,64,4.5,14999,gold
2591,Xiaomi,6,64,4.1,14999,black
2592,Xiaomi,4,64,4.4,12349,black
2593,Xiaomi,4,64,4.4,12999,blue
2594,Xiaomi,6,64,4.5,14990,blue
2595,Xiaomi,6,64,4.5,17999,red
2596,Xiaomi,4,64,4.4,12499,red
2597,Xiaomi,4,64,4.4,15990,gold
2598,Xiaomi,6,64,4.3,14999,gold
2600,Xiaomi,4,64,4.3,12690,black
2602,Xiaomi,4,64,4.1,14399,red
2604,Xiaomi,4,64,4.5,14899,blue
2605,Xiaomi,6,128,4.5,15990,white
2606,Xiaomi,6,64,4.5,14990,white
2607,Xiaomi,4,64,4.3,14999,red
2608,Xiaomi,6,128,3.8,16399,blue
2609,Xiaomi,6,64,4.3,16999,blue
2610,Xiaomi,6,128,4.1,17999,black
2611,Xiaomi,4,64,4.5,14500,black
2612,Xiaomi,6,64,4.5,15999,black
2613,Xiaomi,4,64,4.4,13999,white
2614,Xiaomi,4,64,4.4,13900,black
2615,Xiaomi,4,64,4.2,13900,red
2616,Xiaomi,4,64,4.3,13500,blue
2617,Xiaomi,4,64,4.3,12999,purple
2618,Xiaomi,4,64,4.4,12999,blue
2619,Xiaomi,4,64,2.3,11999,black
2620,Xiaomi,4,64,4.24309764309762,14999,green
2621,Xiaomi,4,64,4.3,14999,white
2622,Xiaomi,4,64,4.4,14999,grey
2623,Xiaomi,4,64,4.24309764309762,14999,black
2624,Xiaomi,4,64,4.3,16999,blue
2625,Xiaomi,4,128,4.5,15998,gold
2626,Xiaomi,6,128,4.3,18999,gold
2627,Xiaomi,4,64,4.3,14999,gold
2628,Xiaomi,4,64,4.3,16999,white
2629,Xiaomi,4,128,4.24309764309762,17990,black
2632,Xiaomi,4,64,4.3,10999,black
2634,Xiaomi,4,64,4.3,10999,blue
2636,Xiaomi,4,64,4.3,10888,grey
2638,Xiaomi,4,64,4.3,10999,gold
2640,Xiaomi,4,64,4.24309764309762,10999,gold
2641,Xiaomi,4,64,4.3,13999,red
2643,Xiaomi,4,64,4.2,12999,blue
2645,Xiaomi,4,64,4.3,13999,black
2646,HTC,6,128,4.6,53990,red
2647,HTC,4,64,4.0,62990,black
2648,HTC,4,64,4.0,62990,blue
2649,HTC,6,128,4.6,53990,black
2650,HTC,6,128,4.6,53990,silver
2651,HTC,6,128,4.6,53990,blue
2653,HTC,4,32,4.2,47990,grey
2654,HTC,4,32,4.2,56690,gold
2698,OPPO,4,64,4.3,15490,green
2699,OPPO,4,64,4.3,18990,blue
2700,OPPO,6,128,3.8,20990,blue
2701,OPPO,6,128,3.8,20990,black
2702,OPPO,4,64,4.3,15490,black
2703,POCO,8,128,4.3,34999,black
2704,POCO,6,128,4.3,32999,black
2705,POCO,8,256,4.3,36999,black
2706,POCO,8,128,4.3,34999,silver
2707,POCO,6,128,4.2,17999,black
2708,POCO,6,128,4.5,24999,black
2709,POCO,6,256,4.5,28999,black
2710,POCO,8,256,4.5,30999,edition
2711,POCO,6,64,4.5,21999,blue
2712,POCO,6,128,4.24309764309762,24999,blue
2713,POCO,6,128,4.3,32999,silver
2714,POCO,6,64,4.4,17999,black
2715,POCO,4,64,4.3,16999,greener
2716,POCO,6,64,4.3,16999,greener
2717,POCO,6,128,4.4,19999,blue
2718,POCO,4,64,4.4,17999,black
2719,POCO,6,64,4.4,19999,blue
2720,POCO,4,64,4.4,16999,blue
2721,POCO,6,128,4.3,19999,greener
2722,POCO,6,128,4.4,14999,blue
2723,POCO,6,128,4.4,14999,black
2724,POCO,6,128,4.4,14999,red
2725,POCO,6,64,4.4,12999,red
2726,POCO,6,64,4.5,18999,blue
2727,POCO,6,128,4.5,19999,blue
2728,POCO,6,128,4.5,19999,purple
2729,POCO,8,256,4.5,22999,purple
2730,POCO,6,64,4.5,18999,red
2731,POCO,6,128,4.5,19999,purple
2732,POCO,6,128,4.5,19999,red
2733,POCO,8,256,4.5,22999,red
2734,POCO,8,256,4.5,30999,red
2735,POCO,6,128,4.5,24999,red
2736,POCO,6,64,4.5,21999,black
2737,POCO,8,256,4.5,30999,blue
2738,realme,6,128,4.4,17999,blue
2739,realme,6,128,4.4,17999,black
2740,realme,4,64,4.5,15999,blue
2741,realme,4,64,4.5,15999,black
2742,realme,6,128,4.3,29999,blue
2743,realme,8,128,4.4,29999,blue
2744,realme,4,64,4.5,12999,grey
2745,realme,4,64,4.5,12999,blue
2746,realme,12,256,4.4,38999,blue
2747,realme,12,256,4.4,38999,black
2748,realme,8,128,4.4,34999,blue
2749,realme,8,128,4.4,34999,black
2750,realme,4,128,4.5,13999,grey
2751,realme,8,256,4.3,29999,grey
2752,realme,8,128,4.4,29999,silver
2753,realme,12,256,4.3,32999,grey
2754,realme,12,256,4.3,32999,black
2755,realme,8,128,4.3,29999,black
2756,realme,8,128,4.3,29999,grey
2757,realme,12,256,4.4,32999,silver
2758,SAMSUNG,8,128,4.3,40999,mint
2759,SAMSUNG,12,256,4.4,171999,green
2760,SAMSUNG,12,256,4.4,171999,silver
2761,SAMSUNG,6,128,4.1,23999,black
2762,SAMSUNG,8,128,4.1,25999,black
2763,SAMSUNG,8,128,4.1,25999,aqua
2764,SAMSUNG,6,128,4.1,23999,aqua
2765,vivo,4,64,4.1,14449,blue
2766,vivo,8,128,3.9,22990,dream
2767,vivo,8,128,4.9,22990,black
2768,vivo,4,128,4.1,19990,blue
2769,vivo,4,128,4.1,19990,white
2770,vivo,12,256,4.4,37990,gold
2771,vivo,8,128,4.4,34990,black
2772,vivo,8,128,4.4,34990,gold
2773,vivo,12,256,4.4,37990,black
2774,vivo,8,128,4.3,41990,black
2775,vivo,12,256,4.1,45990,black
2776,vivo,12,256,4.1,45990,gold
2777,vivo,8,128,4.3,32990,spark
2778,vivo,6,64,4.3,19490,black
2779,vivo,6,64,4.3,15490,blue
2780,vivo,12,256,4.5,84990,black
2781,vivo,8,256,4.5,54990,dawn
2782,vivo,12,256,4.5,57990,black
2783,vivo,8,128,4.5,51990,dawn
2784,vivo,12,256,4.4,54990,black
2785,vivo,12,256,5.0,48780,blue
2786,vivo,8,256,4.5,54990,grey
2787,vivo,8,256,5.0,44990,blue
2790,vivo,4,64,4.4,13990,blue
2791,vivo,6,64,4.4,20990,blue
2792,vivo,6,64,4.5,19990,blue
2793,vivo,6,64,5.0,19990,purple
2794,vivo,4,128,4.4,19990,blue
2795,vivo,4,128,5.0,19990,black
2796,vivo,4,64,4.5,15990,black
2797,vivo,6,64,4.5,17990,blue
2798,vivo,4,64,4.5,15990,black
2799,vivo,8,128,4.3,39990,blue
2800,vivo,6,128,4.4,22990,black
2803,vivo,4,32,4.4,15990,purple
2804,vivo,4,32,4.4,17000,black
2805,vivo,4,64,4.4,18990,black
2806,vivo,4,32,4.4,15990,gold
2807,vivo,4,64,4.5,23990,blue
2808,vivo,6,128,4.3,36900,black
2809,vivo,4,32,4.4,19990,black
2810,vivo,4,64,4.5,20990,gold
2811,vivo,4,64,4.4,22221,gold
2813,vivo,4,64,4.4,20000,purple
2814,vivo,4,64,4.4,14500,purple
2815,vivo,6,64,4.5,25990,gold
2816,vivo,4,64,4.4,15900,black
2819,vivo,4,64,4.5,18990,black
2820,vivo,4,32,4.4,17990,gold
2821,vivo,4,32,4.4,15990,blue
2823,Xiaomi,8,256,4.3,42999,magic
2825,Xiaomi,6,128,4.3,29999,black
2826,Xiaomi,8,128,4.3,33999,black
2827,Xiaomi,6,128,4.3,29999,mist
2828,Xiaomi,6,128,4.2,31999,mist
2829,Xiaomi,6,128,4.2,31999,black
2830,Xiaomi,8,128,4.3,33999,pearl
2831,Xiaomi,6,128,4.3,29999,pearl
2832,Xiaomi,8,128,4.3,33999,mist
2833,Xiaomi,6,128,4.2,31999,green
2834,Xiaomi,6,64,4.3,18999,black
2835,Xiaomi,8,128,4.3,22999,blue
2838,Xiaomi,6,128,4.2,18990,blue
2839,Xiaomi,6,64,4.2,18990,white
2840,Xiaomi,8,128,4.3,22189,black
2842,Xiaomi,4,64,4.3,15998,white
2843,Xiaomi,4,128,4.3,14990,white
2845,Xiaomi,8,128,4.4,27999,dazzle
2846,Xiaomi,6,128,4.3,23990,blue
2847,Xiaomi,6,128,4.3,25990,black
2848,Xiaomi,8,128,4.3,25684,blue
2849,Xiaomi,6,128,4.4,24798,dazzle
2850,Xiaomi,6,128,4.4,28999,coral
2853,Xiaomi,8,128,4.4,23999,coral
2858,Infinix,4,64,4.3,13999,black
2859,Infinix,4,64,4.3,13999,wave
2860,Infinix,4,64,4.4,11999,wave
2861,Infinix,4,64,4.4,11999,green
2862,Infinix,6,64,4.3,13999,green
2867,Infinix,6,128,4.5,16999,black
2872,Infinix,4,128,4.3,14999,black
2873,Infinix,4,128,4.3,14999,wave
2874,Infinix,4,128,4.3,14999,wave
2875,Infinix,4,64,4.3,12999,green
2876,Infinix,4,64,4.3,14999,snow
2877,Infinix,6,128,4.5,16999,snow
2878,Infinix,6,64,4.3,16999,cyan
2879,Infinix,6,64,4.3,16999,green
2880,Infinix,6,128,4.5,16999,green
2881,Infinix,8,256,4.2,19999,black
2882,Infinix,8,128,4.3,18999,green
2883,Infinix,4,64,4.3,14999,green
2884,Infinix,6,64,4.3,16999,grey
2885,Infinix,4,64,4.3,14999,black
2886,Infinix,8,128,4.3,18999,cyan
2887,Infinix,8,256,4.2,19999,secret
2888,Infinix,8,128,4.3,18999,grey
2894,Infinix,4,64,4.2,12999,blue
2895,Infinix,4,64,4.5,9999,purple
2897,Infinix,4,64,4.4,12999,blue
2899,Infinix,4,64,4.5,9999,cyan
2900,Infinix,6,64,4.3,13999,ocean
2901,Infinix,4,64,4.4,11999,green
2902,Infinix,4,64,4.3,13999,wave
2903,Infinix,4,64,4.3,12999,ocean
2907,Infinix,4,64,4.3,14999,green
2908,Infinix,8,128,4.2,18999,diamond
2909,Infinix,4,64,4.4,12999,green
2910,Infinix,4,64,4.4,12999,violet
2912,Infinix,4,64,4.3,10999,blue
2913,Infinix,4,64,4.3,10999,green
2914,Infinix,4,64,4.3,10999,black
2915,Infinix,4,64,4.4,11999,purple
2916,Infinix,4,64,4.4,11999,black
2917,Infinix,6,64,4.3,13999,purple
2918,Infinix,6,64,4.3,13999,black
2919,Infinix,4,64,4.3,12999,black
2921,Infinix,4,64,4.3,12999,purple
2922,Infinix,8,256,4.2,19999,purple
2923,Infinix,4,64,4.4,11999,black
2924,Infinix,4,64,4.4,11999,wave
2925,Infinix,4,64,4.4,11999,jade
2926,Infinix,4,64,4.4,11999,red
2930,Infinix,6,128,4.3,13999,wave
2931,Infinix,4,64,4.2,13999,green
2932,Infinix,4,64,4.4,11999,violet
2933,Infinix,6,128,4.3,13999,black
2934,Infinix,6,128,4.3,13999,jade
2936,Infinix,4,64,4.4,11999,cyan
2937,Infinix,4,64,4.2,13999,black
2938,Infinix,4,64,4.2,13999,purple
2941,Infinix,4,64,4.3,14999,black
2943,Infinix,4,64,4.4,12999,violet
2944,Infinix,6,128,4.2,14999,green
2945,Infinix,6,128,4.2,14999,purple
2946,Infinix,6,128,4.2,14999,black
2947,Infinix,4,64,4.4,12999,cyan
2948,Infinix,4,64,4.4,11999,wave
2957,Infinix,4,64,4.1,11999,gold
2958,Infinix,4,64,4.3,9999,violet
2960,Infinix,4,64,4.5,9999,grey
2963,Infinix,4,64,4.3,9999,cyan
2964,Infinix,4,64,4.3,9999,black
2965,Infinix,4,64,4.2,12999,black
2966,Infinix,4,64,4.1,11999,blue
2967,Infinix,4,64,4.3,10999,violet
2970,Infinix,4,64,3.9,16999,blue
2973,Infinix,4,64,4.4,12999,wave
2974,Infinix,4,64,4.3,10999,cyan
2976,Infinix,4,64,4.2,9999,blue
2980,Infinix,8,128,4.2,18999,diamond
2981,Infinix,4,64,4.2,12999,gray
2982,Infinix,4,64,4.3,10999,purple
2983,Infinix,4,64,4.3,10999,blue
2985,Infinix,4,64,4.3,14999,blue
2986,Infinix,4,64,4.1,11999,black
2987,Infinix,6,128,4.3,19999,black
2990,Infinix,6,64,4.2,10999,black
2991,Infinix,6,64,4.2,10999,blue
2992,Infinix,6,64,4.2,10999,brown
2993,Infinix,4,64,4.2,9999,brown
2994,Infinix,6,64,4.3,17999,black
2995,Infinix,6,64,4.3,17999,gold
2996,Infinix,4,64,4.3,10999,grey
2997,OPPO,12,256,4.2,47990,blue
2998,Xiaomi,8,128,4.3,33999,green
3001,POCO,4,64,4.4,11999,blue
3002,POCO,4,64,4.4,11999,grey
3003,vivo,8,128,4.24309764309762,23990,fantasy
3004,vivo,6,128,4.24309764309762,20990,black
3005,vivo,8,128,4.24309764309762,23990,black
3006,vivo,4,128,4.24309764309762,19990,fantasy
3007,vivo,4,128,4.24309764309762,19990,black
3008,vivo,6,128,4.24309764309762,20990,fantasy
3009,vivo,4,64,4.1,14449,glow
3010,OPPO,8,256,4.24309764309762,37990,black
3011,OPPO,8,256,4.24309764309762,37990,blue
3015,OPPO,4,64,4.3,13490,gold
3016,OPPO,6,128,4.1,17790,green
3017,ASUS,8,128,4.24309764309762,55999,white
3018,ASUS,8,128,4.24309764309762,55999,black
3019,ASUS,12,256,4.24309764309762,63999,white
3020,ASUS,12,256,4.24309764309762,63999,black
3022,Apple,4,512,4.7,109900,green
3023,Apple,4,256,4.7,139900,green
3025,Apple,4,512,4.7,159900,green
3026,Apple,4,512,4.7,149900,green
3027,Apple,4,128,4.6,69900,green
3028,Apple,4,128,4.5,119900,green
3029,Apple,4,512,4.6,99900,green
3031,Apple,4,256,4.7,139900,blue
3032,Apple,4,256,4.7,139900,gold
3033,Apple,4,512,4.7,159900,silver
3034,Apple,4,512,4.7,159900,graphite
3035,Apple,4,128,4.7,129900,silver
3036,Apple,4,128,4.7,129900,gold
3038,Apple,4,128,4.7,129900,graphite
3039,Apple,4,256,4.7,139900,graphite
3040,Apple,4,256,4.7,139900,silver
3041,Apple,4,512,4.7,159900,blue
3042,Apple,4,512,4.7,159900,gold
3045,vivo,8,128,4.3,21990,black
3046,vivo,8,128,4.3,22490,galaxy
3047,realme,6,128,4.8,20999,black
3048,realme,6,128,4.8,20999,white
3049,realme,4,64,4.5,18999,black
3050,realme,4,64,4.5,18999,white
3051,realme,6,128,4.4,21999,green
3052,realme,6,128,4.4,21999,black
3053,realme,8,128,4.4,23999,green
3054,realme,6,128,4.4,27999,black
3055,realme,8,256,4.4,31999,green
3056,realme,6,128,4.4,27999,green
3057,realme,8,128,4.4,29999,black
3058,realme,8,128,4.4,23999,black
3059,realme,8,128,4.5,26999,glow
3060,realme,6,128,4.5,24999,glow
3061,realme,6,128,4.5,24999,glow
3062,realme,8,128,4.5,26999,glow
3063,realme,8,256,4.4,31999,black
3064,realme,8,128,4.4,29999,green
3065,realme,4,128,4.5,14999,green
3066,realme,4,64,4.5,13999,green
3067,realme,4,128,4.5,14999,black
3068,POCO,6,64,4.4,17999,black
3069,POCO,6,64,4.4,17999,blue
3070,POCO,6,128,4.4,19999,blue
3071,POCO,8,128,4.4,21999,black
3072,POCO,8,128,4.4,21999,blue
3073,POCO,6,128,4.4,19999,black
3074,POCO,4,64,4.5,16999,blue
3075,POCO,8,128,4.4,21999,black
3076,POCO,6,128,4.4,19999,yellow
3077,POCO,6,128,4.4,19999,blue
3078,POCO,4,64,4.5,16999,yellow
3079,POCO,8,128,4.4,21999,blue
3080,POCO,4,64,4.5,16999,black
3081,POCO,8,128,4.4,21999,yellow
3082,POCO,6,128,4.4,19999,black
3083,SAMSUNG,8,128,4.3,54990,graphite
3084,SAMSUNG,4,128,4.0,22999,blue
3085,SAMSUNG,6,128,4.0,23999,green
3086,SAMSUNG,6,128,4.0,23999,blue
3087,SAMSUNG,4,128,4.0,22999,green
3090,SAMSUNG,8,128,4.4,23900,blue
3091,SAMSUNG,8,128,4.4,26990,black
3092,SAMSUNG,8,128,4.3,31889,black
3093,SAMSUNG,6,128,4.3,25990,black
3094,SAMSUNG,6,128,4.3,28449,blue
3095,SAMSUNG,8,128,4.3,31489,blue
3096,SAMSUNG,8,128,4.2,22989,black
3097,SAMSUNG,8,128,4.2,22595,blue
